2010,1,63.64031128730501
2010,2,13.09595761546569
2010,3,13.162517563157499
2010,4,24.52283987417843
2010,5,62.83164258306069
2010,6,62.71337431682621
2010,7,63.24328731726288
2010,8,13.475316264020423
2010,9,13.126504170162098
2010,10,12.886931059994652
2010,11,12.97888771670481
2010,12,12.461160940812988
2011,1,12.73037880834258
2011,2,12.672977949751987
2011,3,12.99015954337419
2011,4,12.951824212168903
2011,5,12.938510675975307
2011,6,12.791442865895107
2011,7,13.190352008064643
2011,8,13.223847349779984
2011,9,12.6928229217306
2011,10,12.697127151865466
2011,11,12.692628489806696
2011,12,12.756634150234717
2012,1,13.43525077485118
2012,2,13.33418195309734
2012,3,13.328437213702445
2012,4,13.229809831751961
2012,5,12.938245088035226
2012,6,13.278421293958406
2012,7,13.732244387113733
2012,8,13.86990088902275
2012,9,13.49721636954255
2012,10,13.393927471002415
2012,11,13.53166526796055
2012,12,13.279043258696563
2013,1,13.50945153097602
2013,2,13.118719967643996
2013,3,13.30070558448333
2013,4,13.158252654069354
2013,5,13.10595194397734
2013,6,12.859214516870297
2013,7,13.24289199794158
2013,8,13.449744134270947
2013,9,13.021159460007656
2013,10,12.857847555635683
2013,11,12.734973359812123
2013,12,12.730184417437538
2014,1,13.307013956226628
