2011,5,21,10,8830.0
2011,5,4,8,4228.0
2011,5,29,13,60.0
2011,6,6,17,5.5
2011,6,9,5,14968.0
2011,6,11,2,33157.0
2011,6,18,0,21656.0
2011,11,6,20,5.5
2011,2,18,17,5.5
2011,2,24,2,31858.5
2011,2,19,16,3.0
2011,2,28,11,1211.5
2011,2,15,11,1729.5
2012,3,23,5,16086.0
2012,3,17,8,12915.5
2012,3,23,1,32470.5
2012,3,11,13,67.5
2012,3,10,0,20123.0
2013,3,7,21,13.0
2013,3,21,4,15660.5
2013,3,19,4,12017.5
2013,3,2,23,18.0
2013,3,15,9,4836.5199999809265
2013,3,27,11,1429.0
2013,5,11,11,4892.5
2013,5,6,18,13.0
2013,5,12,1,143.5
2013,5,13,13,13.0
2012,5,13,15,0.5
2012,5,27,9,8527.0
2012,5,16,21,6.0
2012,4,21,2,34544.5
2012,4,19,19,2.0
2012,4,5,15,3.0
2012,4,3,12,1820.5
2011,10,7,18,8.0
2011,1,27,6,7491.0
2011,1,17,19,2.5
2011,1,3,13,1714.5
2011,1,1,16,4.0
2013,10,18,4,15505.0
2013,10,31,7,8080.0
2011,8,20,6,14093.0
2013,4,11,6,11684.5
2013,4,16,11,1212.0
2013,4,24,23,18698.0
2012,6,26,19,4.5
2012,2,22,8,6170.0
2012,2,23,1,25154.5
2012,2,23,0,19809.30000001192
2012,2,21,22,3.0
2012,1,31,4,14148.0
2012,1,7,0,18585.5
2012,1,30,15,4.5
2012,1,12,14,146.5
2012,1,1,23,0.0
2012,1,3,10,1769.5
2013,6,3,16,7.0
2013,6,15,4,14669.5
2013,6,18,1,27873.0
2013,6,24,11,1483.0
2011,12,10,12,5540.0
2013,11,24,3,662.0
2013,11,25,1,84.5
2013,11,4,4,12151.5
2011,7,4,23,62.0
2011,7,27,16,8.0
2011,7,24,11,5634.5
2011,7,13,20,6.5
2012,12,25,17,2.0
2012,12,6,17,9.0
2012,12,9,23,6.5
2013,9,9,21,19.110000014305115
2013,9,21,9,11168.5
2013,9,23,5,9627.0
2013,9,9,7,5409.5
2013,9,16,21,19.0
2013,9,6,22,646.5
2011,9,14,13,158.5
2011,9,1,7,8788.0
2011,9,20,1,27307.0
2011,9,28,22,735.0
2011,9,9,11,2833.5
2012,9,10,22,139.0
2010,10,19,14,5.5
2010,10,4,9,1778.5
2013,12,3,7,7896.5
2013,12,30,13,1468.5
2013,12,16,0,81.5
2013,12,19,4,15416.0
2012,10,10,18,3.0
2012,10,8,13,21.5
2012,10,14,22,9.0
2012,10,16,9,1897.0
2012,8,12,7,13903.0
2012,8,15,17,8.0
2012,8,28,19,7.5
2012,8,18,6,14832.0
2012,8,29,11,1522.0
2012,8,24,11,2428.0
2012,7,12,23,17212.0
2012,7,25,3,14265.5
2012,7,26,9,3676.0
2013,7,13,7,14389.0
2013,7,31,15,2.0
2013,7,2,13,47.5
2013,7,23,16,7.5
2010,11,20,7,15927.0
2010,11,28,17,7.0
2010,11,5,7,10078.0
2010,12,31,4,11332.5
2010,12,31,2,20589.0
2010,12,24,15,3.5
2010,9,23,16,38.0
2010,9,11,0,21848.0
2012,11,23,9,4090.0
2012,11,14,10,2484.5
2010,3,24,22,579.5
2010,3,12,8,9811.520000457764
2010,3,29,12,1799.0
2010,3,26,8,6968.5
2010,3,30,9,1752.0
2013,8,9,14,3.0
2013,8,6,1,26899.0
2013,8,22,18,29.0
2013,1,25,0,21557.0
2013,1,29,19,5.0
2013,1,18,17,16.5
2013,1,14,1,707.0
2013,1,20,18,4.0
2013,1,29,3,29398.5
2010,2,11,18,16.5
2010,2,26,6,9997.0
2010,2,9,20,22.0
2010,2,23,13,1625.5
2010,5,10,0,0.0
2010,5,13,7,4103.0
2010,5,29,6,6942.5
2010,4,28,18,1.0
2010,4,7,22,14.25
2010,4,18,18,1.5
2010,4,28,2,17626.0
2010,4,17,6,8492.5
2010,4,14,8,1823.5
2010,4,13,6,3779.0
2010,1,16,22,5.5
2010,1,4,19,3.0
2010,1,13,14,4.5
2010,1,10,9,7605.5
2011,3,16,0,25863.5
2011,3,22,3,13291.5
2011,3,24,16,11.0
2011,3,6,2,42.5
2011,3,22,8,3108.0
2013,2,9,20,4.0
2013,2,25,16,15.0
2013,2,18,2,385.5
2013,2,8,13,2415.5
2010,8,26,20,4.0
2010,8,12,21,6.5
2010,8,10,17,12.5
2010,6,23,22,17.300000190734863
2010,6,1,22,10.0
2010,6,9,8,2233.0
2011,5,13,2,34057.0
2011,5,20,22,594.5
2011,5,14,8,13575.5
2011,5,4,20,8.5
2011,5,1,19,6.0
2011,5,17,0,25745.0
2011,5,27,1,28100.5
2011,5,4,11,1450.0
2011,6,24,12,2434.0
2011,6,5,0,10.5
2011,6,30,21,7.5
2011,6,17,22,594.5
2011,6,26,13,85.05000000074506
2011,11,17,13,2055.5
2011,11,12,13,2403.0
2011,2,2,17,7.0
2011,2,1,22,14.0
2012,3,13,3,13866.0
2012,3,20,23,19158.80000001192
2013,3,15,13,30.5
2013,3,14,12,2158.0
2013,3,23,2,35552.5
2013,5,25,19,2.0
2013,5,29,4,12628.5
2013,5,13,8,3143.5
2012,5,11,0,23166.0
2012,5,30,16,9.0
2012,5,25,21,3.0
2012,5,14,7,5261.0
2012,5,10,14,10.0
2012,5,12,23,15.5
2012,4,9,1,26.0
2012,4,26,10,2234.0
2012,4,1,10,10151.5
2012,4,8,14,1.0
2011,10,7,3,16892.5
2011,10,18,20,3.0
2011,10,18,9,2097.5
2013,10,3,1,28753.0
2013,10,25,10,2980.5
2011,8,29,4,1100.5
2011,8,29,21,7.0
2011,8,28,1,6.5
2011,8,11,7,9037.0
2011,8,15,10,1260.0
2013,4,5,0,25198.5
2012,7,1,4,12295.5
2012,6,17,19,7.5
2012,2,2,0,19286.0
2012,2,2,23,844.0
2012,2,5,7,17669.0
2012,1,18,2,31106.5
2012,1,8,10,12284.0
2012,1,4,4,13223.5
2012,1,16,14,60.5
2013,6,6,9,3361.0
2013,6,18,22,285.0
2011,12,5,17,1.5
2011,12,13,6,12733.0
2011,12,22,10,4158.5
2011,12,26,4,5588.5
2013,11,20,7,10756.0
2013,11,17,7,16347.5
2013,11,19,22,19.220000088214874
2011,4,19,4,12369.5
2011,4,28,17,10.0
2011,7,11,18,4.0
2011,7,15,21,4.0
2011,7,22,22,692.5
2011,7,31,1,18.0
2011,7,12,12,1927.5
2012,12,16,10,12395.5
2012,12,8,11,7882.5
2012,12,10,20,8.5
2013,9,5,21,14.0
2013,9,6,5,14093.5
2011,9,9,14,14.0
2011,9,6,17,13.0
2011,9,4,3,11278.5
2011,9,25,11,6739.5
2011,9,8,22,747.5
2012,9,10,20,11.5
2012,9,29,0,22563.0
2012,9,6,18,10.5
2012,9,27,4,14013.5
2012,9,28,7,11442.0
2012,9,25,12,1993.0
2010,10,17,16,2.5
2010,10,7,7,8193.0
2010,10,22,23,18041.0
2010,10,4,20,14.5
2013,12,28,12,3733.5
2012,10,20,8,12992.0
2012,10,16,15,12.0
2012,10,24,9,2390.0
2012,10,22,19,8.0
2012,10,9,14,5.0
2012,10,5,3,16723.5
2012,8,9,2,30862.5
2012,8,15,8,4609.0
2012,7,12,2,33421.0
2012,7,31,11,1299.5
2013,7,27,4,13859.0
2013,7,25,6,12204.0
2013,7,2,1,26101.0
2013,7,19,16,9.5
2013,7,6,13,27.5
2013,7,3,14,21.0
2013,7,20,14,2.5
2010,11,28,21,8.0
2010,11,15,13,1961.0
2010,11,9,14,120.5
2010,11,19,6,15074.5
2010,12,17,7,14111.5
2010,12,13,23,668.0
2010,12,15,17,14.299999952316284
2010,9,2,19,4.0
2010,9,15,5,13012.0
2010,9,13,13,138.0
2010,9,26,15,12.5
2012,11,2,0,13151.0
2012,11,19,19,8.5
2012,11,26,7,6610.0
2012,11,23,13,1431.0
2013,8,11,11,2692.0
2013,8,20,6,7576.0
2013,8,10,12,2171.0
2013,1,9,1,23959.0
2013,2,1,2,33527.0
2013,1,18,14,27.0
2013,1,31,15,1.5
2013,1,30,10,2176.5
2013,1,6,16,2.5
2010,2,13,19,57.02000045776367
2010,2,9,15,24.5
2010,2,12,23,556.0
2010,2,18,10,2978.0
2010,5,6,0,13539.75
2010,5,22,5,8269.0
2010,5,16,11,3095.5
2010,5,20,11,746.0
2010,4,3,20,3.5
2010,4,8,16,5.5
2010,4,11,11,3202.0
2010,4,30,6,7503.0
2010,1,26,2,14498.0
2010,1,2,9,2928.5
2010,1,26,4,5862.5
2010,1,14,10,1283.0
2010,7,28,20,0.5
2010,7,27,21,2.5
2010,7,27,9,1130.5
2010,7,19,17,1.5
2011,3,3,14,136.0
2011,3,8,4,14824.5
2011,3,29,12,1754.0
2013,2,14,15,12.0
2013,2,6,20,7.0
2013,2,12,17,10.5
2013,2,10,16,3.5
2010,8,28,23,26.5
2010,8,16,15,14.5
2010,8,13,13,112.5
2010,8,19,10,2151.5
2010,8,5,5,7281.0
2010,6,8,0,13591.0
2010,6,25,1,16129.0
2011,5,20,9,5462.0
2011,6,4,23,15.75
2011,6,27,2,391.5
2011,6,3,15,8.5
2011,11,10,10,3091.5
2011,11,10,20,6.5
2011,11,30,21,0.5
2011,11,14,18,3.5
2011,11,8,13,1927.5
2011,11,16,4,15981.5
2011,11,16,10,2577.5
2011,3,16,13,142.5
2011,3,3,7,12282.0
2011,3,25,12,2139.0
2011,10,8,8,12556.0
2011,10,9,18,4.0
2011,10,30,20,2.5
2011,10,4,10,1321.5
2011,12,10,18,6.0
2011,12,28,1,23083.5
2011,12,13,19,5.0
2011,4,6,16,9.5
2011,4,11,19,2.5
2011,4,11,23,20043.0
2011,4,2,4,8063.0
2011,2,13,18,1.5
2011,7,21,18,7.5
2011,7,19,14,10.5
2011,7,8,4,15243.5
2011,9,17,22,2.0
2011,9,4,23,16.0
2011,9,22,10,1898.0
2011,9,18,20,1.5
2012,3,24,23,21.0
2012,3,29,11,1669.5
2012,3,18,8,13457.5
2013,3,26,16,5.0
2013,3,12,17,9.5
2013,3,1,14,24.0
2013,3,6,22,12.5
2013,3,21,23,15895.5
2013,3,7,10,2513.0
2010,9,29,16,10.0
2010,9,24,23,36343.0
2010,9,28,14,5.5
2010,9,25,7,35509.5
2010,9,20,13,523.5
2013,5,23,0,21697.0
2013,5,16,15,10.0
2013,5,21,15,2.5
2012,4,21,5,17101.5
2013,10,14,17,5.5
2013,10,13,4,14566.5
2013,10,5,7,15100.75
2013,10,2,13,45.0
2013,10,1,23,17486.5
2013,10,23,14,9.5
2013,10,16,10,1543.0
2011,1,19,16,8.0
2012,5,14,19,3.0
2012,5,14,4,10586.5
2012,5,4,5,15963.0
2012,5,4,18,7.0
2012,5,19,3,16972.0
2012,5,14,9,2156.5
2011,8,18,23,18049.5
2011,8,4,3,14674.5
2013,4,23,22,244.5
2013,4,28,14,1.5
2012,6,18,7,5620.5
2012,6,20,21,8.5
2012,6,3,6,16525.0
2012,6,22,2,34454.5
2012,6,19,16,1.5
2012,6,26,12,2026.0
2012,2,13,16,7.0
2012,1,30,6,8271.5
