0.0,12799
0.1,19724
0.2,36857
0.3,62065
0.4,99816
0.5,263091
0.6,229281
0.7,386406
0.8,371748
0.9,358467
1.0,503980
1.1,473327
1.2,356235
1.3,307713
1.4,290143
1.5,369455
1.6,220832
1.7,290780
1.8,230625
1.9,186592
2.0,222413
2.1,239851
2.2,215267
2.3,295336
2.4,238859
2.5,291629
2.6,275811
2.7,346192
2.8,364179
2.9,368548
3.0,488666
3.1,492229
3.2,516306
3.3,565544
3.4,641607
3.5,688760
3.6,725933
3.7,836824
3.8,876337
3.9,837968
4.0,1049347
4.1,1063178
4.2,1132453
4.3,1235957
4.4,1253131
4.5,1399198
4.6,1506268
4.7,1522936
4.8,1590221
4.9,1649221
5.0,1865823
5.1,2024827
5.2,1938096
5.3,1972431
5.4,2221695
5.5,2311552
5.6,2520989
5.7,2354576
5.8,2553081
5.9,2445244
6.0,2880395
6.1,2862205
6.2,3295234
6.3,2954671
6.4,3148931
6.5,3127432
6.6,3336200
6.7,3463752
6.8,3618692
6.9,3821247
7.0,3647953
7.1,3624988
7.2,3899532
7.3,3923386
7.4,3867850
7.5,4832707
7.6,4121577
7.7,4657973
7.8,3849054
7.9,4238600
8.0,4542201
8.1,5047769
8.2,4710574
8.3,4688080
8.4,4480614
8.5,4826441
8.6,5094407
8.7,4925131
8.8,5038764
8.9,4573099
9.0,5095403
9.1,5081178
9.2,4850881
9.3,5784668
9.4,4970895
9.5,4972849
9.6,4859842
9.7,5021990
9.8,5133502
9.9,5026741
10.0,5788031
10.1,4648749
10.2,5556387
10.3,5315000
10.4,5163762
10.5,4918789
10.6,4757547
10.7,4823809
10.8,5083529
10.9,5050641
11.0,4743104
11.1,5273915
11.2,5148939
11.3,5311738
11.4,4337569
11.5,4849905
11.6,5027625
11.7,4554102
11.8,4363940
11.9,4123856
12.0,5082639
12.1,4416264
12.2,5092689
12.3,3935805
12.4,4564755
12.5,5219207
12.6,3761182
12.7,4408678
12.8,3815441
12.9,4568792
13.0,4084795
13.1,3840925
13.2,3961357
13.3,3961908
13.4,4130267
13.5,3643299
13.6,3912629
13.7,3902569
13.8,3752012
13.9,3770066
14.0,3722462
14.1,3354593
14.2,3456293
14.3,3189663
14.4,3440928
14.5,3209518
14.6,3262352
14.7,3287892
14.8,3321543
14.9,2433548
15.0,3901192
15.1,3184697
15.2,3043441
15.3,2854238
15.4,2738610
15.5,3200847
15.6,2286833
15.7,2703622
15.8,2885239
15.9,2285045
16.0,2807857
16.1,2205776
16.2,2983243
16.3,2478941
16.4,2168386
16.5,2633561
16.6,2239220
16.7,2278586
16.8,2144218
16.9,2191005
17.0,2360185
17.1,1946793
17.2,2097035
17.3,2196476
17.4,1929477
17.5,2033426
17.6,2012936
17.7,1858132
17.8,1798096
17.9,1653293
18.0,2038104
18.1,1600009
18.2,1702162
18.3,1801824
18.4,1664427
18.5,1485878
18.6,1747055
18.7,1746948
18.8,1569155
18.9,1504798
19.0,1402208
19.1,1535590
19.2,1395408
19.3,1281953
19.4,1531129
19.5,1222360
19.6,1378531
19.7,1215781
19.8,1436024
19.9,1091056
20.0,1313970
20.1,1355919
20.2,1135133
20.3,1090282
20.4,1277296
20.5,1156773
20.6,1151868
20.7,1037766
20.8,1018249
20.9,1155043
21.0,962051
21.1,1052252
21.2,958321
21.3,889615
21.4,986918
21.5,868733
21.6,1037566
21.7,843663
21.8,860758
21.9,930638
22.0,869731
22.1,753531
22.2,949984
22.3,802800
22.4,695488
22.5,939331
22.6,746620
22.7,890101
22.8,663006
22.9,734298
23.0,777241
23.1,650877
23.2,686029
23.3,788410
23.4,620928
23.5,662229
23.6,611519
23.7,652555
23.8,630885
23.9,535127
24.0,753213
24.1,567797
24.2,576070
24.3,615267
24.4,594798
24.5,626855
24.6,531370
24.7,507094
24.8,596839
24.9,463330
25.0,563047
25.1,617036
25.2,451300
25.3,506872
25.4,445030
25.5,531569
25.6,424179
25.7,495274
25.8,538909
25.9,438244
26.0,437380
26.1,464704
26.2,422423
26.3,472924
26.4,423935
26.5,389247
26.6,465749
26.7,373226
26.8,406678
26.9,425724
27.0,402009
27.1,364972
27.2,377743
27.3,385610
27.4,371949
27.5,360204
27.6,444736
27.7,324545
27.8,312693
27.9,378192
28.0,321045
28.1,398468
28.2,311200
28.3,326034
28.4,327286
28.5,318725
28.6,300192
28.7,328690
28.8,312123
28.9,291345
29.0,298104
29.1,292948
29.2,293901
29.3,269526
29.4,314394
29.5,277260
29.6,269661
29.7,279067
29.8,253198
29.9,225035
30.0,344071
30.1,244084
30.2,263116
30.3,245055
30.4,231224
30.5,284437
30.6,225880
30.7,243886
30.8,227469
30.9,219909
31.0,229411
31.1,253330
31.2,193479
31.3,225725
31.4,220706
31.5,208229
31.6,201091
31.7,235193
31.8,203293
31.9,184077
32.0,196496
32.1,203025
32.2,189736
32.3,171535
32.4,225895
32.5,185806
32.6,168032
32.7,197053
32.8,169988
32.9,164826
33.0,203775
33.1,165364
33.2,161058
33.3,172191
33.4,159721
33.5,154178
33.6,185067
33.7,147013
33.8,157340
33.9,150461
34.0,146163
34.1,167758
34.2,148021
34.3,138064
34.4,142336
34.5,134856
34.6,142017
34.7,156473
34.8,126898
34.9,131928
35.0,139947
35.1,120662
35.2,131394
35.3,139703
35.4,122419
35.5,117263
35.6,119409
35.7,119762
35.8,109589
35.9,121894
36.0,146622
36.1,107485
36.2,102676
36.3,112086
36.4,105412
36.5,104956
36.6,113511
36.7,105861
36.8,96008
36.9,98621
37.0,96465
37.1,97295
37.2,109692
37.3,89444
37.4,84660
37.5,102150
37.6,86347
37.7,100425
37.8,90157
37.9,79913
38.0,84062
38.1,79094
38.2,86436
38.3,86853
38.4,77061
38.5,77873
38.6,75292
38.7,75719
38.8,71005
38.9,83355
39.0,71065
39.1,70902
39.2,69907
39.3,67433
39.4,64770
39.5,69118
39.6,72671
39.7,62773
39.8,58271
39.9,59339
40.0,68979
40.1,57074
40.2,67883
40.3,56127
40.4,57076
40.5,57196
40.6,52899
40.7,51674
40.8,61183
40.9,54939
41.0,50076
41.1,51801
41.2,47575
41.3,58771
41.4,45871
41.5,48134
41.6,45418
41.7,43997
41.8,43889
41.9,49918
42.0,44087
42.1,41538
42.2,39956
42.3,42751
42.4,37432
42.5,46247
42.6,37492
42.7,35982
42.8,38916
42.9,34232
43.0,35279
43.1,36568
43.2,40265
43.3,32874
43.4,32372
43.5,31199
43.6,31921
43.7,29403
43.8,34575
43.9,31935
44.0,28883
44.1,27124
44.2,27905
44.3,26072
44.4,32909
44.5,24750
44.6,25123
44.7,24103
44.8,23975
44.9,20777
45.0,37842
45.1,22279
45.2,21578
45.3,21052
45.4,20774
45.5,26050
45.6,19066
45.7,19918
45.8,19844
45.9,18700
46.0,18258
46.1,22379
46.2,19258
46.3,16965
46.4,16510
46.5,16726
46.6,14997
46.7,20548
46.8,14193
46.9,15166
47.0,14568
47.1,13916
47.2,13229
47.3,13783
47.4,14942
47.5,12359
47.6,12352
47.7,11209
47.8,11307
47.9,16218
48.0,15850
48.1,10443
48.2,10361
48.3,9574
48.4,9991
48.5,9031
48.6,12367
48.7,9325
48.8,9370
48.9,8289
49.0,9839
49.1,9652
49.2,8141
49.3,7983
49.4,9437
49.5,7011
49.6,7532
49.7,8101
49.8,7759
49.9,5714
50.0,7377
50.1,5925
50.2,5605
50.3,7702
50.4,9257
50.5,5277
50.6,4850
50.7,5703
50.8,4819
50.9,5019
51.0,6583
51.1,4427
51.2,4062
51.3,3907
51.4,10663
51.5,3909
51.6,4781
51.7,4116
51.8,3305
51.9,4987
52.0,3671
52.1,3988
52.2,4171
52.3,4102
52.4,2955
52.5,2977
52.6,3982
52.7,3963
52.8,2577
52.9,3497
53.0,2582
53.1,2899
53.2,2543
53.3,3612
53.4,2199
53.5,2014
53.6,2190
53.7,2905
53.8,1776
53.9,10501
54.0,7451
54.1,1725
54.2,2177
54.3,1797
54.4,1655
54.5,2225
54.6,2278
54.7,1734
54.8,2051
54.9,1655
55.0,1565
55.1,1433
55.2,2241
55.3,4214
55.4,974
55.5,1282
55.6,2237
55.7,1172
55.8,1912
55.9,1829
56.0,2726
56.1,1127
56.2,1979
56.3,1582
56.4,1449
56.5,4026
56.6,1049
56.7,892
56.8,1729
56.9,2236
57.0,1205
57.1,1646
57.2,1069
57.3,917
57.4,812
57.5,6379
57.6,1414
57.7,801
57.8,900
57.9,979
58.0,1302
58.1,1748
58.2,1264
58.3,885
58.4,2859
58.5,651
58.6,947
58.7,1268
58.8,964
58.9,1748
59.0,1060
59.1,1295
59.2,1345
59.3,617
59.4,1075
59.5,667
59.6,539
59.7,545
59.8,834
59.9,944
60.0,12976
60.1,369
60.2,544
60.3,931
60.4,618
60.5,934
60.6,702
60.7,852
60.8,539
60.9,1645
61.0,920
61.1,942
61.2,1940
61.3,546
61.4,1320
61.5,509
61.6,443
61.7,3804
61.8,503
61.9,577
62.0,1603
62.1,1546
62.2,442
62.3,1253
62.4,465
62.5,885
62.6,1057
62.7,471
62.8,437
62.9,1789
63.0,6254
63.1,1072
63.2,535
63.3,467
63.4,493
63.5,1496
63.6,1419
63.7,507
63.8,539
63.9,2204
64.0,635
64.1,527
64.2,1991
64.3,328
64.4,618
64.5,485
64.6,603
64.7,853
64.8,5589
64.9,445
65.0,461
65.1,577
65.2,725
65.3,603
65.4,3025
65.5,383
65.6,642
65.7,423
65.8,407
65.9,4309
66.0,934
66.1,487
66.2,373
66.3,770
66.4,1425
66.5,383
66.6,1209
66.7,356
66.8,3306
66.9,610
67.0,716
67.1,473
67.2,870
67.3,445
67.4,492
67.5,3249
67.6,429
67.7,705
67.8,411
67.9,764
68.0,2070
68.1,849
68.2,584
68.3,1881
68.4,326
68.5,939
68.6,539
68.7,1479
68.8,429
68.9,521
69.0,1275
69.1,363
69.2,1747
69.3,414
69.4,919
69.5,819
69.6,673
69.7,847
69.8,594
69.9,797
70.0,398
70.1,707
70.2,620
70.3,614
70.4,647
70.5,795
70.6,347
70.7,517
70.8,551
70.9,405
71.0,330
71.1,392
71.2,396
71.3,350
71.4,570
71.5,341
71.6,286
71.7,289
71.8,187
71.9,23845
72.0,13115
72.1,186
72.2,246
72.3,315
72.4,315
72.5,445
72.6,409
72.7,347
72.8,373
72.9,331
73.0,384
73.1,493
73.2,425
73.3,423
73.4,768
73.5,472
73.6,649
73.7,541
73.8,700
73.9,317
74.0,598
74.1,749
74.2,788
74.3,323
74.4,997
74.5,797
74.6,355
74.7,1015
74.8,349
74.9,149
75.0,1887
75.1,368
75.2,1273
75.3,631
75.4,452
75.5,1605
75.6,355
75.7,988
75.8,369
75.9,1920
76.0,293
76.1,436
76.2,491
76.3,487
76.4,552
76.5,2467
76.6,338
76.7,647
76.8,404
76.9,591
77.0,221
77.1,3452
77.2,254
77.3,365
77.4,493
77.5,1089
77.6,492
77.7,280
77.8,417
77.9,3636
78.0,589
78.1,243
78.2,945
78.3,447
78.4,357
78.5,1230
78.6,476
78.7,689
78.8,353
78.9,330
79.0,430
79.1,4080
79.2,847
79.3,331
79.4,385
79.5,482
79.6,252
79.7,789
79.8,374
79.9,260
80.0,3182
80.1,305
80.2,270
80.3,914
80.4,483
80.5,472
80.6,349
80.7,261
80.8,479
80.9,485
81.0,5947
81.1,215
81.2,468
81.3,381
81.4,530
81.5,311
81.6,745
81.7,241
81.8,1572
81.9,588
82.0,300
82.1,324
82.2,2706
82.3,188
82.4,252
82.5,763
82.6,295
82.7,363
82.8,1323
82.9,268
83.0,1632
83.1,241
83.2,522
83.3,460
83.4,330
83.5,375
83.6,345
83.7,632
83.8,220
83.9,2259
84.0,6236
84.1,351
84.2,261
84.3,286
84.4,314
84.5,433
84.6,210
84.7,1136
84.8,653
84.9,251
85.0,1054
85.1,368
85.2,609
85.3,264
85.4,1910
85.5,217
85.6,189
85.7,1065
85.8,797
85.9,283
86.0,625
86.1,254
86.2,218
86.3,3386
86.4,912
86.5,260
86.6,270
86.7,367
86.8,592
86.9,932
87.0,448
87.1,339
87.2,483
87.3,221
87.4,2181
87.5,467
87.6,423
87.7,428
87.8,768
87.9,1331
88.0,494
88.1,299
88.2,410
88.3,1011
88.4,270
88.5,378
88.6,949
88.7,215
88.8,691
88.9,485
89.0,330
89.1,491
89.2,355
89.3,301
89.4,250
89.5,249
89.6,173
89.7,306
89.8,76
89.9,1169
90.0,13994
90.1,94
90.2,318
90.3,193
90.4,209
90.5,290
90.6,287
90.7,330
90.8,519
90.9,339
91.0,488
91.1,661
91.2,215
91.3,866
91.4,345
91.5,266
91.6,875
91.7,409
91.8,223
91.9,556
92.0,1249
92.1,259
92.2,391
92.3,799
92.4,422
92.5,2034
92.6,211
92.7,234
92.8,272
92.9,556
93.0,992
93.1,411
93.2,295
93.3,457
93.4,235
93.5,3412
93.6,297
93.7,241
93.8,193
93.9,823
94.0,206
94.1,892
94.2,385
94.3,210
94.4,1473
94.5,289
94.6,219
94.7,1191
94.8,236
94.9,830
95.0,339
95.1,523
95.2,857
95.3,291
95.4,257
95.5,315
95.6,225
95.7,161
95.8,404
95.9,5571
96.0,1418
96.1,154
96.2,187
96.3,473
96.4,307
96.5,290
96.6,328
96.7,428
96.8,248
96.9,1073
97.0,262
97.1,159
97.2,1466
97.3,188
97.4,680
97.5,349
97.6,166
97.7,1677
97.8,201
97.9,240
98.0,667
98.1,1477
98.2,150
98.3,534
98.4,186
98.5,593
98.6,318
98.7,227
98.8,183
98.9,3408
99.0,839
99.1,416
99.2,184
99.3,456
99.4,311
99.5,347
99.6,949
99.7,210
99.8,268
99.9,113
100.0,1838
100.1,248
100.2,705
100.3,204
100.4,460
100.5,261
100.6,231
100.7,689
100.8,2458
100.9,209
101.0,295
101.1,307
101.2,554
101.3,421
101.4,778
101.5,268
101.6,337
101.7,276
101.8,198
101.9,623
102.0,2005
102.1,182
102.2,194
102.3,289
102.4,647
102.5,264
102.6,192
102.7,142
102.8,3037
102.9,99
103.0,445
103.1,150
103.2,457
103.3,246
103.4,178
103.5,1338
103.6,198
103.7,378
103.8,224
103.9,1077
104.0,179
104.1,295
104.2,353
104.3,887
104.4,183
104.5,453
104.6,319
104.7,645
104.8,233
104.9,734
105.0,360
105.1,215
105.2,743
105.3,249
105.4,453
105.5,403
105.6,258
105.7,457
105.8,1037
105.9,238
106.0,247
106.1,383
106.2,308
106.3,337
106.4,354
106.5,155
106.6,421
106.7,316
106.8,289
106.9,267
107.0,224
107.1,211
107.2,210
107.3,227
107.4,367
107.5,168
107.6,148
107.7,103
107.8,80
107.9,13315
108.0,7013
108.1,107
108.2,112
108.3,149
108.4,146
108.5,276
108.6,226
108.7,163
108.8,226
108.9,236
109.0,720
109.1,221
109.2,306
109.3,198
109.4,164
109.5,562
109.6,317
109.7,258
109.8,358
109.9,126
110.0,462
110.1,313
110.2,479
110.3,259
110.4,350
110.5,437
110.6,164
110.7,1154
110.8,126
110.9,133
111.0,713
111.1,209
111.2,554
111.3,273
111.4,305
111.5,168
111.6,736
111.7,426
111.8,302
111.9,365
112.0,787
112.1,210
112.2,336
112.3,162
112.4,242
112.5,1654
112.6,231
112.7,414
112.8,127
112.9,330
113.0,199
113.1,1201
113.2,201
113.3,301
113.4,161
113.5,500
113.6,528
113.7,123
113.8,117
113.9,1651
114.0,377
114.1,165
114.2,239
114.3,304
114.4,158
114.5,708
114.6,272
114.7,374
114.8,274
114.9,165
115.0,188
115.1,1674
115.2,394
115.3,165
115.4,306
115.5,226
115.6,110
115.7,664
115.8,185
115.9,656
116.0,268
116.1,708
116.2,148
116.3,623
116.4,362
116.5,236
116.6,205
116.7,219
116.8,221
116.9,2459
117.0,279
117.1,127
117.2,221
117.3,248
117.4,294
117.5,159
117.6,412
117.7,134
117.8,494
117.9,282
118.0,358
118.1,151
118.2,1064
118.3,140
118.4,150
118.5,463
118.6,201
118.7,183
118.8,573
118.9,214
119.0,458
119.1,167
119.2,328
119.3,244
119.4,145
119.5,163
119.6,185
119.7,79
119.8,30
119.9,659
120.0,7533
120.1,82
120.2,73
120.3,121
120.4,193
120.5,154
120.6,219
120.7,345
120.8,385
120.9,133
121.0,553
121.1,150
121.2,317
121.3,217
121.4,117
121.5,931
121.6,160
121.7,254
121.8,466
121.9,237
122.0,319
122.1,173
122.2,162
122.3,366
122.4,1376
122.5,185
122.6,174
122.7,228
122.8,233
122.9,597
123.0,195
123.1,240
123.2,164
123.3,127
123.4,985
123.5,203
123.6,224
123.7,370
123.8,152
123.9,225
124.0,685
124.1,744
124.2,174
124.3,490
124.4,144
124.5,200
124.6,609
124.7,409
124.8,153
124.9,202
125.0,281
125.1,205
125.2,473
125.3,194
125.4,139
125.5,175
125.6,110
125.7,117
125.8,84
125.9,1986
126.0,4269
126.1,66
126.2,134
126.3,210
126.4,194
126.5,133
126.6,183
126.7,195
126.8,218
126.9,243
127.0,554
127.1,300
127.2,207
127.3,452
127.4,90
127.5,274
127.6,420
127.7,319
127.8,152
127.9,564
128.0,265
128.1,174
128.2,284
128.3,244
128.4,172
128.5,1634
128.6,79
128.7,144
128.8,179
128.9,164
129.0,571
129.1,273
129.2,216
129.3,160
129.4,163
129.5,309
129.6,1382
129.7,129
129.8,150
129.9,264
130.0,208
130.1,406
130.2,252
130.3,144
130.4,701
130.5,173
130.6,147
130.7,248
130.8,75
130.9,1062
131.0,174
131.1,396
131.2,305
131.3,132
131.4,239
131.5,160
131.6,114
131.7,160
131.8,115
131.9,2286
132.0,1036
132.1,102
132.2,117
132.3,166
132.4,171
132.5,154
132.6,474
132.7,246
132.8,121
132.9,451
133.0,249
133.1,95
133.2,519
133.3,698
133.4,351
133.5,124
133.6,98
133.7,881
133.8,125
133.9,238
134.0,266
134.1,483
134.2,148
134.3,231
134.4,294
134.5,219
134.6,195
134.7,139
134.8,93
134.9,535
135.0,2245
135.1,115
135.2,120
135.3,167
135.4,166
135.5,263
135.6,419
135.7,122
135.8,287
135.9,136
136.0,680
136.1,148
136.2,430
136.3,110
136.4,181
136.5,323
136.6,125
136.7,1372
136.8,86
136.9,148
137.0,129
137.1,403
137.2,249
137.3,173
137.4,455
137.5,139
137.6,303
137.7,152
137.8,111
137.9,378
138.0,1024
138.1,106
138.2,119
138.3,173
138.4,1232
138.5,188
138.6,145
138.7,106
138.8,859
138.9,163
139.0,207
139.1,252
139.2,169
139.3,262
139.4,83
139.5,740
139.6,127
139.7,264
139.8,107
139.9,747
140.0,203
140.1,143
140.2,254
140.3,564
140.4,97
140.5,182
140.6,140
140.7,471
140.8,364
140.9,450
141.0,126
141.1,239
141.2,386
141.3,134
141.4,395
141.5,319
141.6,144
141.7,271
141.8,319
141.9,300
142.0,60
142.1,242
142.2,272
142.3,206
142.4,191
142.5,200
142.6,181
142.7,178
142.8,156
142.9,112
143.0,123
143.1,132
143.2,111
143.3,95
143.4,91
143.5,79
143.6,68
143.7,53
143.8,25
143.9,11239
144.0,4748
144.1,27
144.2,41
144.3,69
144.4,87
144.5,92
144.6,109
144.7,111
144.8,120
144.9,92
145.0,149
145.1,125
145.2,197
145.3,177
145.4,179
145.5,196
145.6,186
145.7,219
145.8,280
145.9,153
146.0,310
146.1,223
146.2,373
146.3,159
146.4,305
146.5,369
146.6,229
146.7,380
146.8,105
146.9,225
147.0,513
147.1,150
147.2,592
147.3,102
147.4,198
147.5,519
147.6,184
147.7,194
147.8,164
147.9,106
148.0,641
148.1,112
148.2,478
148.3,135
148.4,150
148.5,681
148.6,187
148.7,108
148.8,292
148.9,313
149.0,73
149.1,827
149.2,140
149.3,212
149.4,109
149.5,400
149.6,199
149.7,124
149.8,69
149.9,23
150.0,2130
150.1,71
150.2,144
150.3,232
150.4,90
150.5,504
150.6,178
150.7,243
150.8,184
150.9,185
151.0,111
151.1,1324
151.2,99
151.3,84
151.4,143
151.5,486
151.6,62
151.7,350
151.8,155
151.9,696
152.0,51
152.1,212
152.2,65
152.3,580
152.4,223
152.5,202
152.6,124
152.7,142
152.8,96
152.9,514
153.0,1356
153.1,231
153.2,86
153.3,196
153.4,233
153.5,268
153.6,156
153.7,95
153.8,475
153.9,301
154.0,141
154.1,62
154.2,1863
154.3,27
154.4,142
154.5,284
154.6,92
154.7,121
154.8,555
154.9,159
155.0,438
155.1,120
155.2,281
155.3,214
155.4,199
155.5,147
155.6,142
155.7,72
155.8,61
155.9,2677
156.0,302
156.1,61
156.2,85
156.3,112
156.4,111
156.5,820
156.6,190
156.7,240
156.8,372
156.9,217
157.0,506
157.1,78
157.2,224
157.3,116
157.4,917
157.5,98
157.6,97
157.7,186
157.8,461
157.9,51
158.0,338
158.1,108
158.2,86
158.3,1118
158.4,495
158.5,86
158.6,114
158.7,153
158.8,321
158.9,491
