31,3731437.2199993078
53,118816.25
34,3955131.6699297056
28,3900084.280000044
26,3770370.719999943
27,3227270.109999813
44,3841661.4700000826
12,4546364.720009927
22,3542703.7200001366
47,3723603.350000022
1,3923106.5699995197
52,3082319.539999863
13,4066758.5700006112
16,4050592.410000125
6,4401538.140041141
3,3698455.410000013
40,4416233.729999803
20,4059864.81999992
48,4133320.5799995307
5,3888015.420005452
19,4090929.6399998404
41,4137425.199999446
43,4506332.699999696
15,4085650.199999884
37,4682176.230000272
9,4037898.7600076217
17,4118509.749999853
35,3929430.7500223257
4,3788712.8000000175
8,4222759.990004562
39,4213716.139999893
23,4012837.8300001845
49,4438426.929999871
7,4578342.160006173
51,4108541.849997759
10,4628621.869999997
50,4557690.519999798
45,3920254.1600002106
38,5858033.270000011
25,3964910.910003571
24,3944773.659999663
29,3910228.890000079
21,3787528.839999836
32,4119786.7799716573
11,4593712.84000532
33,4091203.589972293
14,4051696.6699999906
42,4388318.689999897
2,3810686.6800000146
30,3880444.189999854
46,4248172.109999869
18,4087049.2000000365
36,3917161.8000020273
