0,11.763756216425016
1,11.533265948443162
2,11.930521092333501
3,12.935743270431809
4,13.84728784821677
5,14.394601245981796
6,14.82814743533489
7,15.36526074847433
8,16.006213630145297
9,16.561446825138272
10,17.18453013033125
11,18.64014723098338
12,20.866314515806838
13,19.05017900735257
14,15.394128530699954
15,12.645950935724876
16,11.588109133438044
17,11.636712226938496
18,11.607160532733229
19,11.340510554751903
20,11.417668379381041
21,11.341486081257731
22,11.2978836467534
23,11.691841172205113
