31,2.391552354779643
28,2.428043495044415
26,2.4032701477726692
27,2.4112675323003203
12,2.416370778917241
22,2.4112070343439456
1,2.4106133305835207
13,2.4253217190882244
16,2.4301710653617357
6,2.392450513546525
3,2.3837744598867703
20,2.4184628354873285
5,2.3843918577193763
19,2.4199136812229085
15,2.4262813894996005
9,2.398106387124979
17,2.424287317188898
4,2.392390160769616
8,2.40044024201441
23,2.3969831796191663
7,2.4083435095756323
10,2.403867036242411
25,2.395251622898946
24,2.3874450480147384
29,2.401379168828484
21,2.41928318947612
11,2.419481742374889
14,2.426053528055667
2,2.3902528570900468
30,2.4051167452316022
18,2.437767558903239
